name,folder,date,bytes,isdir,datenum,maxFreq,meanFreq,minFreq,ctrlength,tempres,veclength
CA_1.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,831,0,737967.657847222,19546.875,17312.8644314869,13968.75,0.228666666666667,0.000666666666666667,343
CA_10.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,730,0,737967.65787037,21890.625,18490.2012711864,13031.25,0.118,0.000666666666666667,177
CA_100.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,803,0,737967.65787037,12234.375,10356.1068227092,7875,0.334666666666667,0.000666666666666667,502
CA_101.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,569,0,737967.657893519,11859.375,10366.3959251101,8718.75,0.151333333333333,0.000666666666666667,227
CA_102.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,884,0,737967.657893519,19640.625,13439.201183432,8953.125,0.563333333333333,0.000666666666666667,845
CA_103.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,926,0,737967.657893519,20015.625,14349.216655496,9984.375,0.497333333333333,0.000666666666666667,746
CA_104.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,877,0,737967.65787037,12562.5,10762.188077634,6000,0.360666666666667,0.000666666666666667,541
CA_105.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,1083,0,737967.657893519,21234.375,14926.2060676393,9890.625,0.502666666666667,0.000666666666666667,754
CA_106.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,872,0,737967.657893519,19640.625,14842.8705824607,9937.5,0.509333333333333,0.000666666666666667,764
CA_107.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,977,0,737967.657893519,20859.375,13681.41468509,9093.75,0.518666666666667,0.000666666666666667,778
CA_108.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,930,0,737967.657893519,19828.125,14237.6974483597,8812.5,0.548666666666667,0.000666666666666667,823
CA_109.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,935,0,737967.657893519,19218.75,14586.5368985696,9796.875,0.512666666666667,0.000666666666666667,769
CA_11.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,522,0,737967.657847222,15984.375,14477.5390625,11156.25,0.064,0.000666666666666667,96
CA_110.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,930,0,737967.65787037,18703.125,13585.2855677155,9703.125,0.487333333333333,0.000666666666666667,731
CA_111.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,646,0,737967.65787037,19312.5,16381.5625,12796.875,0.3,0.000666666666666667,450
CA_112.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,834,0,737967.657893519,18703.125,13711.6580018083,10406.25,0.368666666666667,0.000666666666666667,553
CA_113.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:22,907,0,737967.657893519,19359.375,14070.4648328691,9937.5,0.478666666666667,0.000666666666666667,718
CA_12.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,942,0,737967.657847222,17812.5,11099.0205223881,6140.625,0.223333333333333,0.000666666666666667,335
CA_13.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,688,0,737967.65787037,19546.875,15641.1345108696,140.625,0.184,0.000666666666666667,276
CA_14.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,724,0,737967.657847222,11812.5,10779.9010791367,6843.75,0.278,0.000666666666666667,417
CA_15.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,661,0,737967.657847222,12000,10866.796875,7875,0.133333333333333,0.000666666666666667,200
CA_16.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,784,0,737967.657847222,11203.125,10370.0530888031,7406.25,0.345333333333333,0.000666666666666667,518
CA_17.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,955,0,737967.65787037,22359.375,19547.4319306931,14671.875,0.673333333333333,0.000666666666666667,1010
CA_18.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,903,0,737967.657847222,12187.5,10928.464673913,7968.75,0.46,0.000666666666666667,690
CA_19.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,930,0,737967.657847222,12187.5,11006.5417256011,8156.25,0.471333333333333,0.000666666666666667,707
CA_2.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:16,720,0,737967.657824074,17718.75,15538.8122775801,13218.75,0.187333333333333,0.000666666666666667,281
CA_20.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1010,0,737967.657847222,15093.75,10682.3991557223,6656.25,0.355333333333333,0.000666666666666667,533
CA_21.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,731,0,737967.65787037,12890.625,12182.2599085366,10500,0.328,0.000666666666666667,492
CA_22.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,430,0,737967.657847222,13031.25,12947.8125,12703.125,0.1,0.000666666666666667,150
CA_23.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,705,0,737967.657847222,10828.125,10013.3272058824,9140.625,0.226666666666667,0.000666666666666667,340
CA_24.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,526,0,737967.657847222,13453.125,12547.3151408451,11531.25,0.0946666666666667,0.000666666666666667,142
CA_25.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,553,0,737967.65787037,9093.75,8995.00078419072,8296.875,0.531333333333333,0.000666666666666667,797
CA_26.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,683,0,737967.65787037,19734.375,18353.4407665505,17343.75,0.191333333333333,0.000666666666666667,287
CA_27.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,834,0,737967.65787037,20203.125,18492.4941588785,16406.25,0.356666666666667,0.000666666666666667,535
CA_28.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,652,0,737967.65787037,19546.875,18524.2470854922,17578.125,0.257333333333333,0.000666666666666667,386
CA_29.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1201,0,737967.657847222,19312.5,16526.2661637931,10406.25,0.541333333333333,0.000666666666666667,812
CA_3.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,546,0,737967.657847222,15234.375,14379.3668122271,11296.875,0.152666666666667,0.000666666666666667,229
CA_30.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,441,0,737967.657847222,13828.125,13696.875,13453.125,0.143333333333333,0.000666666666666667,215
CA_31.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,675,0,737967.65787037,13500,10082.4353448276,9046.875,0.406,0.000666666666666667,609
CA_32.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,861,0,737967.657847222,19687.5,17944.8486328125,16218.75,0.426666666666667,0.000666666666666667,640
CA_33.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,657,0,737967.657847222,14250,9944.31648406375,8578.125,0.334666666666667,0.000666666666666667,502
CA_34.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,703,0,737967.657847222,12375,9714.31327160494,8390.625,0.324,0.000666666666666667,486
CA_35.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,434,0,737967.65787037,3937.5,3818.84057971014,3656.25,0.138,0.000666666666666667,207
CA_36.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,483,0,737967.65787037,11062.5,10191.50390625,9890.625,0.106666666666667,0.000666666666666667,160
CA_37.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,537,0,737967.65787037,8671.875,6835.14030612245,5343.75,0.0653333333333333,0.000666666666666667,98
CA_38.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,694,0,737967.657847222,6843.75,4366.71485765125,2578.125,0.187333333333333,0.000666666666666667,281
CA_39.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,656,0,737967.657847222,13406.25,12671.8012971698,9234.375,0.424,0.000666666666666667,636
CA_4.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,519,0,737967.657847222,4406.25,3828.93573113208,3703.125,0.282666666666667,0.000666666666666667,424
CA_40.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,858,0,737967.65787037,13312.5,11937.4452714536,8390.625,0.380666666666667,0.000666666666666667,571
CA_41.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,862,0,737967.65787037,13593.75,12427.6245741056,7921.875,0.391333333333333,0.000666666666666667,587
CA_42.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1530,0,737967.657847222,18375,12294.6210683297,7359.375,0.614666666666667,0.000666666666666667,922
CA_43.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1191,0,737967.65787037,21234.375,16501.8778890601,7968.75,0.432666666666667,0.000666666666666667,649
CA_44.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,717,0,737967.65787037,13171.875,12470.922459893,9609.375,0.374,0.000666666666666667,561
CA_45.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,896,0,737967.657847222,14109.375,12188.5653409091,7781.25,0.44,0.000666666666666667,660
CA_46.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,650,0,737967.657847222,9656.25,9382.53444316877,9187.5,0.580666666666667,0.000666666666666667,871
CA_47.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,871,0,737967.65787037,11718.75,10778.0625,10125,0.666666666666667,0.000666666666666667,1000
CA_48.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,574,0,737967.65787037,11578.125,10822.74496337,10640.625,0.546,0.000666666666666667,819
CA_49.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,765,0,737967.657847222,11156.25,10538.9694357367,10125,1.06333333333333,0.000666666666666667,1595
CA_5.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,648,0,737967.657847222,19218.75,14090.5172413793,10687.5,0.232,0.000666666666666667,348
CA_50.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,840,0,737967.65787037,12515.625,10770.5911876585,10359.375,0.788666666666667,0.000666666666666667,1183
CA_51.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,492,0,737967.657847222,11765.625,10855.7493093923,10687.5,0.362,0.000666666666666667,543
CA_52.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,728,0,737967.65787037,9703.125,9106.45102339181,7500,0.684,0.000666666666666667,1026
CA_53.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,677,0,737967.657847222,12703.125,9567.74193548387,7500,0.31,0.000666666666666667,465
CA_54.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,831,0,737967.65787037,12703.125,9093.59747830803,4171.875,0.614666666666667,0.000666666666666667,922
CA_55.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,763,0,737967.65787037,22921.875,15970.762587822,13687.5,0.284666666666667,0.000666666666666667,427
CA_56.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,838,0,737967.65787037,20812.5,19801.7057113543,18187.5,0.487333333333333,0.000666666666666667,731
CA_57.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,687,0,737967.657847222,20953.125,19896.4160839161,18609.375,0.286,0.000666666666666667,429
CA_58.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,552,0,737967.65787037,12046.875,11873.3473557692,10921.875,0.208,0.000666666666666667,312
CA_59.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,698,0,737967.65787037,12187.5,10877.872983871,9281.25,0.206666666666667,0.000666666666666667,310
CA_6.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,700,0,737967.657847222,12890.625,11480.5447470817,10453.125,0.171333333333333,0.000666666666666667,257
CA_60.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,760,0,737967.65787037,13031.25,11814.9193548387,9375,0.31,0.000666666666666667,465
CA_61.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,614,0,737967.65787037,12656.25,10471.6026970954,8578.125,0.160666666666667,0.000666666666666667,241
CA_62.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,804,0,737967.65787037,14343.75,13215.4985549133,11484.375,0.346,0.000666666666666667,519
CA_63.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,976,0,737967.65787037,14250,11902.1075581395,7593.75,0.43,0.000666666666666667,645
CA_64.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,977,0,737967.65787037,15843.75,13233.2746478873,11953.125,0.568,0.000666666666666667,852
CA_65.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,435,0,737967.65787037,12046.875,11981.456043956,11906.25,0.242666666666667,0.000666666666666667,364
CA_66.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,975,0,737967.65787037,16171.875,13395.7728592163,12093.75,0.459333333333333,0.000666666666666667,689
CA_67.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,720,0,737967.657847222,13828.125,13177.5773195876,12140.625,0.323333333333333,0.000666666666666667,485
CA_68.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,533,0,737967.65787037,13500,12642.6886792453,11812.5,0.106,0.000666666666666667,159
CA_69.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,806,0,737967.657847222,14671.875,12697.4460985626,11578.125,0.324666666666667,0.000666666666666667,487
CA_7.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,568,0,737967.657847222,12750,11412.6972087379,10031.25,0.137333333333333,0.000666666666666667,206
CA_70.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,951,0,737967.65787037,13500,10953.5560344828,7687.5,0.483333333333333,0.000666666666666667,725
CA_71.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,593,0,737967.65787037,10125,9632.17905405405,8859.375,0.148,0.000666666666666667,222
CA_72.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,608,0,737967.657847222,17062.5,14862.3511904762,12421.875,0.084,0.000666666666666667,126
CA_73.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1046,0,737967.65787037,18046.875,11107.8176910299,6656.25,0.401333333333333,0.000666666666666667,602
CA_75.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1094,0,737967.65787037,14625,12342.273448519,8718.75,0.472666666666667,0.000666666666666667,709
CA_76.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,868,0,737967.657847222,15328.125,11194.1429640719,8062.5,0.222666666666667,0.000666666666666667,334
CA_77.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1137,0,737967.657847222,15937.5,12116.1099137931,5437.5,0.464,0.000666666666666667,696
CA_78.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,695,0,737967.65787037,13265.625,12708.8468309859,9750,0.284,0.000666666666666667,426
CA_79.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,875,0,737967.65787037,16359.375,11090.3893156425,7968.75,0.238666666666667,0.000666666666666667,358
CA_8.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:16,630,0,737967.657824074,10265.625,9814.7702991453,8343.75,0.234,0.000666666666666667,351
CA_80.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1135,0,737967.657847222,14484.375,12317.2942546584,8109.375,0.536666666666667,0.000666666666666667,805
CA_81.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1197,0,737967.657847222,22640.625,11971.9661669368,4593.75,0.411333333333333,0.000666666666666667,617
CA_82.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,933,0,737967.65787037,15984.375,10140.140503876,5015.625,0.258,0.000666666666666667,387
CA_83.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1123,0,737967.65787037,19687.5,11636.2581877729,3937.5,0.458,0.000666666666666667,687
CA_84.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,983,0,737967.65787037,13921.875,10322.0096499102,4968.75,0.371333333333333,0.000666666666666667,557
CA_85.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1027,0,737967.657847222,11906.25,9075.0935421286,7500,0.601333333333333,0.000666666666666667,902
CA_86.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,911,0,737967.65787037,9234.375,8348.69953416149,4734.375,0.429333333333333,0.000666666666666667,644
CA_87.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1110,0,737967.65787037,17953.125,10023.5714285714,3750,0.35,0.000666666666666667,525
CA_88.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1205,0,737967.65787037,20625,12310.6897865854,6750,0.437333333333333,0.000666666666666667,656
CA_89.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1071,0,737967.657847222,12375,10181.9196428571,7593.75,0.616,0.000666666666666667,924
CA_9.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,756,0,737967.657847222,25734.375,20149.7032122905,15328.125,0.119333333333333,0.000666666666666667,179
CA_90.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,1161,0,737967.65787037,16781.25,11700.5960982659,5109.375,0.461333333333333,0.000666666666666667,692
CA_91.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,845,0,737967.65787037,16640.625,12844.2887931034,12093.75,0.464,0.000666666666666667,696
CA_92.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,648,0,737967.657847222,11718.75,9795.89332460733,7546.875,0.127333333333333,0.000666666666666667,191
CA_93.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,830,0,737967.65787037,46968.75,41894.5833333333,37687.5,0.15,0.000666666666666667,225
CA_94.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,631,0,737967.657847222,11671.875,10097.8483606557,8343.75,0.122,0.000666666666666667,183
CA_95.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,900,0,737967.657847222,12937.5,10163.1595477387,5812.5,0.265333333333333,0.000666666666666667,398
CA_96.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,1110,0,737967.657847222,14859.375,8797.99107142857,140.625,0.588,0.000666666666666667,882
CA_97.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,935,0,737967.657847222,15000,13936.717352415,8765.625,0.372666666666667,0.000666666666666667,559
CA_98.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:18,872,0,737967.657847222,13265.625,11536.374327957,5859.375,0.372,0.000666666666666667,558
CA_99.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:20,605,0,737967.65787037,9609.375,8191.67258522727,5671.875,0.117333333333333,0.000666666666666667,176
CO_1.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:44,815,0,737967.658148148,7256.689453125,5976.9188133446,4306.640625,0.375873015873016,0.00145124716553288,259
CO_10.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:44,893,0,737967.658148148,9819.140625,8665.51729777213,7838.0859375,0.606621315192744,0.00145124716553288,418
CO_100.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,608,0,737967.658217593,10508.203125,9537.17205975507,8527.1484375,0.214784580498866,0.00145124716553288,148
CO_101.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,1119,0,737967.658194444,17226.5625,9838.94987077511,8290.283203125,0.960725623582766,0.00145124716553288,662
CO_102.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,483,0,737967.658194444,11477.197265625,10721.5775923295,10443.603515625,0.207528344671202,0.00145124716553288,143
CO_103.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,625,0,737967.658194444,17872.55859375,14814.84375,9991.40625,0.114648526077098,0.00145124716553288,79
CO_104.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,679,0,737967.658194444,19444.482421875,12991.8519365027,6632.2265625,0.136417233560091,0.00145124716553288,94
CO_105.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,734,0,737967.658217593,10917.333984375,8950.08588005515,7644.287109375,0.24671201814059,0.00145124716553288,170
CO_106.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,686,0,737967.658194444,10163.671875,8969.87560332134,5577.099609375,0.27718820861678,0.00145124716553288,191
CO_107.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,1004,0,737967.658194444,20456.54296875,18426.120966131,14168.84765625,0.510839002267574,0.00145124716553288,352
CO_108.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,546,0,737967.658194444,18970.751953125,18664.775390625,17764.892578125,0.152380952380952,0.00145124716553288,105
CO_109.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,716,0,737967.658217593,20478.076171875,17819.8754171723,15396.240234375,0.149478458049887,0.00145124716553288,103
CO_11.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:44,809,0,737967.658148148,9797.607421875,7945.48692908654,7321.2890625,0.471655328798186,0.00145124716553288,325
CO_110.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,844,0,737967.658217593,12295.458984375,10757.2241998488,7838.0859375,0.449886621315193,0.00145124716553288,310
CO_111.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,1170,0,737967.658217593,19099.951171875,15570.5715445585,10615.869140625,0.499229024943311,0.00145124716553288,344
CO_112.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,971,0,737967.658194444,10271.337890625,8099.47296902802,4694.23828125,0.407800453514739,0.00145124716553288,281
CO_113.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,991,0,737967.658194444,12510.791015625,9245.22781121926,5577.099609375,0.442630385487528,0.00145124716553288,305
CO_114.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,674,0,737967.658217593,9280.810546875,9037.02392578125,7428.955078125,0.568888888888889,0.00145124716553288,392
CO_115.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,491,0,737967.658194444,9431.54296875,9206.31542020631,8096.484375,0.44843537414966,0.00145124716553288,309
CO_116.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,678,0,737967.658194444,9496.142578125,9309.85023556775,8010.3515625,0.570340136054422,0.00145124716553288,393
CO_117.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,668,0,737967.658217593,9668.408203125,8993.77672697369,7192.08984375,0.413605442176871,0.00145124716553288,285
CO_118.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,575,0,737967.658194444,9345.41015625,7637.23000919118,3208.447265625,0.172698412698413,0.00145124716553288,119
CO_119.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,934,0,737967.658217593,14599.51171875,13055.8754764997,10142.138671875,0.541315192743764,0.00145124716553288,373
CO_12.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:46,589,0,737967.658171296,11541.796875,8190.60889175258,5792.431640625,0.140770975056689,0.00145124716553288,97
CO_120.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,597,0,737967.658194444,13329.052734375,12849.3084881757,12037.060546875,0.16108843537415,0.00145124716553288,111
CO_121.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,812,0,737967.658194444,14707.177734375,12500.2028660221,9754.541015625,0.262675736961451,0.00145124716553288,181
CO_122.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,813,0,737967.658194444,14771.77734375,12601.9608347039,8441.015625,0.248163265306122,0.00145124716553288,171
CO_123.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,964,0,737967.658194444,15482.373046875,10685.2665989721,64.599609375,0.547120181405896,0.00145124716553288,377
CO_124.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,1050,0,737967.658194444,14405.712890625,11603.545398247,8914.74609375,0.416507936507936,0.00145124716553288,287
CO_125.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,846,0,737967.658217593,13092.1875,10879.8799555352,7256.689453125,0.272834467120181,0.00145124716553288,188
CO_126.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,678,0,737967.658217593,13781.25,11977.5946812914,11046.533203125,0.219138321995465,0.00145124716553288,151
CO_127.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:50,769,0,737967.658217593,10357.470703125,8950.40172230114,7364.35546875,0.223492063492063,0.00145124716553288,154
CO_128.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,788,0,737967.658194444,11347.998046875,9179.1593924581,8204.150390625,0.259773242630385,0.00145124716553288,179
CO_129.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:48,685,0,737967.658194444,11541.796875,10460.5733909354,8871.6796875,0.219138321995465,0.00145124716553288,151
CO_13.ctr,C:\Users\sjfwa\Documents\WhistleContours,25-Jun-2020 15:47:46,582,0,737967.658171296,13049.12109375,8784.20104980469,5792.431640625,0.139319727891156,0.00145124716553288,96
