Locality,Species,Geo_group,Habitat,Geograhical.location,Original.folder,Original.file..the.orinal.names.are.before.the.first.underscore.,number.encounters.analyzed,Contour.name,name,finalcategory,Behavioural.state,Group.size,av.group.size,calves,otherspecies,samp.rate.khz
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_1_WC,9,CA_1,original_CA_1.ctr,24,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_1_wc_3,9,CA_10,original_CA_10.ctr,382,feeding,7,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_7_WC_1,9,CA_100,original_CA_100.ctr,32,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_7_WC_2,9,CA_101,original_CA_101.ctr,1,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0011_1_WC_1,9,CA_102,original_CA_102.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0012_1_WC_1,9,CA_103,original_CA_103.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_1_WC_1,9,CA_104,original_CA_104.ctr,36,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_4_WC_1,9,CA_105,original_CA_105.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_5_WC_1,9,CA_106,original_CA_106.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_6_WC_1,9,CA_107,original_CA_107.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_7_WC_1,9,CA_108,original_CA_108.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_8_WC_1,9,CA_109,original_CA_109.ctr,158,feeding,2,NA,no,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_1_wc_4,9,CA_11,original_CA_11.ctr,262,feeding,7,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_9_WC_1,9,CA_110,original_CA_110.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_10_WC_1,9,CA_111,original_CA_111.ctr,54,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0013_11_WC_1,9,CA_112,original_CA_112.ctr,158,feeding,2,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-07-04-2014,ZOOM0014_1_WC_1,9,CA_113,original_CA_113.ctr,158,feeding,2,NA,no,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_1_wc_5,9,CA_12,original_CA_12.ctr,423,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_1_wc_6,9,CA_13,original_CA_13.ctr,14,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_2_wc_1,9,CA_14,original_CA_14.ctr,1,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_2_wc_2,9,CA_15,original_CA_15.ctr,1,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_3_wc_1,9,CA_16,original_CA_16.ctr,1,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_3_wc_2,9,CA_17,original_CA_17.ctr,366,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_3_wc_3,9,CA_18,original_CA_18.ctr,1,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_3_wc_4,9,CA_19,original_CA_19.ctr,1,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_1_WC,9,CA_2,original_CA_2.ctr,101,feeding,7,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_4_wc_1,9,CA_20,original_CA_20.ctr,423,feeding,7,NA,yes,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0004_1_WC_1,9,CA_21,original_CA_21.ctr,186,feeding,NA,NA,yes,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0006_2_WC_1,9,CA_22,original_CA_22.ctr,48,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0008_1_WC_1,9,CA_23,original_CA_23.ctr,112,NA,NA,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0008_1_WC_2,9,CA_24,original_CA_24.ctr,48,NA,NA,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_1_WC_1,9,CA_25,original_CA_25.ctr,26,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_4_WC_1,9,CA_26,original_CA_26.ctr,24,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_5_WC_1,9,CA_27,original_CA_27.ctr,24,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_6_WC_1,9,CA_28,original_CA_28.ctr,24,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_7_WC_1,9,CA_29,original_CA_29.ctr,54,NA,2,NA,no,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_2_WC,9,CA_3,original_CA_3.ctr,262,feeding,7,NA,yes,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_7_WC_2,9,CA_30,original_CA_30.ctr,258,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_8_WC_1,9,CA_31,original_CA_31.ctr,26,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_9_WC_1,9,CA_32,original_CA_32.ctr,24,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_9_WC_2,9,CA_33,original_CA_33.ctr,26,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0010_10_WC_1,9,CA_34,original_CA_34.ctr,26,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0013_1_WC_1,9,CA_35,original_CA_35.ctr,147,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0016_1_WC_1,9,CA_36,original_CA_36.ctr,112,NA,2,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0020_2_WC_1,9,CA_37,original_CA_37.ctr,59,NA,6,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0020_3_WC_1,9,CA_38,original_CA_38.ctr,66,NA,6,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0020_4_WC_1,9,CA_39,original_CA_39.ctr,367,NA,6,NA,no,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_3_WC,9,CA_4,original_CA_4.ctr,147,feeding,7,NA,yes,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0021_3_WC_1,9,CA_40,original_CA_40.ctr,367,NA,6,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_2_WC_1,9,CA_41,original_CA_41.ctr,367,NA,6,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_3_WC_1,9,CA_42,original_CA_42.ctr,96,NA,6,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_4_WC_1,9,CA_43,original_CA_43.ctr,254,NA,6,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_5_WC_1,9,CA_44,original_CA_44.ctr,367,NA,4,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_6_WC_1,9,CA_45,original_CA_45.ctr,367,NA,4,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_8_WC_1,9,CA_46,original_CA_46.ctr,26,NA,4,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_8_WC_2,9,CA_47,original_CA_47.ctr,212,NA,4,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_8_WC_3,9,CA_48,original_CA_48.ctr,212,NA,4,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_8_WC_4,9,CA_49,original_CA_49.ctr,212,NA,4,NA,no,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_6_WC,9,CA_5,original_CA_5.ctr,115,feeding,7,NA,yes,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_9_WC_1,9,CA_50,original_CA_50.ctr,212,NA,4,NA,no,Inia,96
Juami,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Gravações - Juami_nov2015,ZOOM0023_9_WC_2,9,CA_51,original_CA_51.ctr,212,NA,4,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-01-04-2014,ZOOM0006_1_WC_1,9,CA_52,original_CA_52.ctr,26,feeding,7,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-01-04-2014,ZOOM0006_5_WC_1,9,CA_53,original_CA_53.ctr,26,feeding,7,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-01-04-2014,ZOOM0006_7_WC_1,9,CA_54,original_CA_54.ctr,181,feeding,7,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-01-04-2014,ZOOM0006_8_WC_1,9,CA_55,original_CA_55.ctr,101,feeding,7,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-01-04-2014,ZOOM0006_9_WC_1,9,CA_56,original_CA_56.ctr,318,feeding,7,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-01-04-2014,ZOOM0006_10_WC_1,9,CA_57,original_CA_57.ctr,318,feeding,7,NA,no,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-02-04-2014,ZOOM0008_18_WC,9,CA_58,original_CA_58.ctr,186,feeding,3,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0002_1_WC_1,9,CA_59,original_CA_59.ctr,1,feeding,4,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_6_WC,9,CA_6,original_CA_6.ctr,186,feeding,7,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0002_2_WC_2,9,CA_60,original_CA_60.ctr,367,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0002_3_WC_1,9,CA_61,original_CA_61.ctr,227,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_1_WC_1,9,CA_62,original_CA_62.ctr,284,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_2_WC_1,9,CA_63,original_CA_63.ctr,367,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_3_WC_1,9,CA_64,original_CA_64.ctr,337,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_3_WC_2,9,CA_65,original_CA_65.ctr,186,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_4_WC_1,9,CA_66,original_CA_66.ctr,337,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_5_WC_1,9,CA_67,original_CA_67.ctr,284,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_6_WC_1,9,CA_68,original_CA_68.ctr,186,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0003_8_WC_1,9,CA_69,original_CA_69.ctr,337,feeding,4,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0048_6_WC,9,CA_7,original_CA_7.ctr,65,feeding,7,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_1_WC_1,9,CA_70,original_CA_70.ctr,359,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_2_WC_1,9,CA_71,original_CA_71.ctr,112,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_3_WC_1,9,CA_72,original_CA_72.ctr,101,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_4_WC_1,9,CA_73,original_CA_73.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_4_WC_3,9,CA_75,original_CA_75.ctr,337,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_4_WC_4,9,CA_76,original_CA_76.ctr,227,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_5_WC_1,9,CA_77,original_CA_77.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_5_WC_2,9,CA_78,original_CA_78.ctr,367,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_5_WC_3,9,CA_79,original_CA_79.ctr,227,feeding,4,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_1_wc_1,9,CA_8,original_CA_8.ctr,112,feeding,7,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_8_WC_1,9,CA_80,original_CA_80.ctr,367,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_8_WC_2,9,CA_81,original_CA_81.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_8_WC_3,9,CA_82,original_CA_82.ctr,36,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0004_8_WC_4,9,CA_83,original_CA_83.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_1_WC_1,9,CA_84,original_CA_84.ctr,36,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_2_WC_1,9,CA_85,original_CA_85.ctr,26,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_2_WC_2,9,CA_86,original_CA_86.ctr,200,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_3_WC_1,9,CA_87,original_CA_87.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_4_WC_1,9,CA_88,original_CA_88.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_4_WC_2,9,CA_89,original_CA_89.ctr,381,feeding,4,NA,yes,Inia,96
Solimoes,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia-Sotalia-Solimões-22-04-2014,ZOOM0044_1_wc_2,9,CA_9,original_CA_9.ctr,17,feeding,7,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_4_WC_3,9,CA_90,original_CA_90.ctr,423,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_5_WC_1,9,CA_91,original_CA_91.ctr,337,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_6_WC_1,9,CA_92,original_CA_92.ctr,112,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_6_WC_2,9,CA_93,original_CA_93.ctr,169,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0008_7_WC_1,9,CA_94,original_CA_94.ctr,1,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_3_WC_1,9,CA_95,original_CA_95.ctr,36,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_4_WC_1,9,CA_96,original_CA_96.ctr,20,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_4_WC_2,9,CA_97,original_CA_97.ctr,46,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_5_WC_1,9,CA_98,original_CA_98.ctr,36,feeding,4,NA,yes,Inia,96
Japura,Sotalia fluviatilis,Eastern Amazon,Riverine,Central Amazon,Inia_Sotalia-Japurá-05-04-2014,ZOOM0009 (2)_5_WC_2,9,CA_99,original_CA_99.ctr,2,feeding,4,NA,yes,Inia,96
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Copia de Sf3a 393-398,NA,CO_1,original_CO_1.ctr,136,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Copia de Sf3a 409-414,NA,CO_10,original_CO_10.ctr,200,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24a93,NA,CO_100,original_CO_100.ctr,26,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24a93,NA,CO_101,original_CO_101.ctr,79,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24a93,NA,CO_102,original_CO_102.ctr,332,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24a94,NA,CO_103,original_CO_103.ctr,89,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24a94,NA,CO_104,original_CO_104.ctr,425,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b01,NA,CO_105,original_CO_105.ctr,339,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b02,NA,CO_106,original_CO_106.ctr,43,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b03,NA,CO_107,original_CO_107.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b03,NA,CO_108,original_CO_108.ctr,24,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b03,NA,CO_109,original_CO_109.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_11,original_CO_11.ctr,293,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b09,NA,CO_110,original_CO_110.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b09,NA,CO_111,original_CO_111.ctr,113,NA,NA,NA,NA,NA,44
