Locality,Species,Geo_group,Habitat,Geograhical.location,Original.folder,Original.file..the.orinal.names.are.before.the.first.underscore.,number.encounters.analyzed,Contour.name,name,finalcategory,Behavioural.state,Group.size,av.group.size,calves,otherspecies,samp.rate.khz
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A004sel.02,7,SEP_78,original_SEP_78.ctr,16,milling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A004sel.02,7,SEP_79,original_SEP_79.ctr,16,milling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,010398-ok,Arquivo45sel.04,7,SEP_8,original_SEP_8.ctr,227,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_80,original_SEP_80.ctr,423,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_81,original_SEP_81.ctr,16,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_82,original_SEP_82.ctr,423,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_83,original_SEP_83.ctr,7,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_84,original_SEP_84.ctr,227,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_85,original_SEP_85.ctr,7,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.12,7,SEP_86,original_SEP_86.ctr,158,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.13,7,SEP_87,original_SEP_87.ctr,227,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.13,7,SEP_88,original_SEP_88.ctr,16,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,100398-ok,A013sel.13,7,SEP_89,original_SEP_89.ctr,191,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,010398-ok,Arquivo46sel.01,7,SEP_9,original_SEP_9.ctr,36,traveling,NA,NA,no,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_90,original_SEP_90.ctr,279,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_91,original_SEP_91.ctr,279,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_92,original_SEP_92.ctr,279,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_93,original_SEP_93.ctr,69,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_94,original_SEP_94.ctr,279,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_95,original_SEP_95.ctr,173,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_96,original_SEP_96.ctr,23,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_97,original_SEP_97.ctr,76,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_98,original_SEP_98.ctr,227,feeding,NA,NA,yes,no,44
"Sepetiba, RJ",Sotalia guianensis,S S America,Marine,Sepetiba,090698-ok,A079sel.03,7,SEP_99,original_SEP_99.ctr,279,feeding,NA,NA,yes,no,44
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_1_wc,3,SP_1,original_SP_1.ctr,179,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_5_wc,3,SP_10,original_SP_10.ctr,258,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_10_wc,3,SP_100,original_SP_100.ctr,410,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_10_wc,3,SP_101,original_SP_101.ctr,94,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_10_wc,3,SP_102,original_SP_102.ctr,227,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_10_wc,3,SP_103,original_SP_103.ctr,103,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_11_wc,3,SP_104,original_SP_104.ctr,279,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_11_wc,3,SP_105,original_SP_105.ctr,61,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_11_wc,3,SP_106,original_SP_106.ctr,12,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_107,original_SP_107.ctr,76,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_108,original_SP_108.ctr,258,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_109,original_SP_109.ctr,12,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_5_wc,3,SP_11,original_SP_11.ctr,258,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_110,original_SP_110.ctr,417,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_111,original_SP_111.ctr,179,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_112,original_SP_112.ctr,23,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_12_wc,3,SP_113,original_SP_113.ctr,194,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_13_wc,3,SP_114,original_SP_114.ctr,16,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_13_wc,3,SP_115,original_SP_115.ctr,258,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_15_wc,3,SP_116,original_SP_116.ctr,410,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_17_wc,3,SP_117,original_SP_117.ctr,227,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_17_wc,3,SP_118,original_SP_118.ctr,258,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_18_wc,3,SP_119,original_SP_119.ctr,42,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_5_wc,3,SP_12,original_SP_12.ctr,186,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_18_wc,3,SP_120,original_SP_120.ctr,36,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_18_wc,3,SP_121,original_SP_121.ctr,94,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_03_18_wc,3,SP_122,original_SP_122.ctr,337,feeding,2,NA,yes,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_1_wc,3,SP_123,original_SP_123.ctr,54,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_1_wc,3,SP_124,original_SP_124.ctr,35,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_1_wc,3,SP_125,original_SP_125.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_1_wc,3,SP_126,original_SP_126.ctr,258,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_1_wc,3,SP_127,original_SP_127.ctr,16,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_2_wc,3,SP_128,original_SP_128.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_2_wc,3,SP_129,original_SP_129.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_5_wc,3,SP_13,original_SP_13.ctr,61,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_2_wc,3,SP_130,original_SP_130.ctr,17,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_3_wc,3,SP_131,original_SP_131.ctr,186,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_3_wc,3,SP_132,original_SP_132.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_3_wc,3,SP_133,original_SP_133.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_4_wc,3,SP_134,original_SP_134.ctr,16,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_4_wc,3,SP_135,original_SP_135.ctr,63,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_4_wc,3,SP_136,original_SP_136.ctr,35,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_5_wc,3,SP_137,original_SP_137.ctr,16,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_6_wc,3,SP_138,original_SP_138.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_6_wc,3,SP_139,original_SP_139.ctr,76,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_5_wc,3,SP_14,original_SP_14.ctr,54,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_6_wc,3,SP_140,original_SP_140.ctr,23,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_6_wc,3,SP_141,original_SP_141.ctr,279,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_7_wc,3,SP_142,original_SP_142.ctr,35,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_8_wc,3,SP_143,original_SP_143.ctr,63,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_8_wc,3,SP_144,original_SP_144.ctr,24,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_9_wc,3,SP_145,original_SP_145.ctr,63,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_9_wc,3,SP_146,original_SP_146.ctr,17,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_9_wc,3,SP_147,original_SP_147.ctr,16,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_9_wc,3,SP_148,original_SP_148.ctr,76,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_10_wc,3,SP_149,original_SP_149.ctr,76,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_6_wc,3,SP_15,original_SP_15.ctr,35,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_11_wc,3,SP_150,original_SP_150.ctr,63,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_06_11_wc,3,SP_151,original_SP_151.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_1_wc,3,SP_152,original_SP_152.ctr,35,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_1_wc,3,SP_153,original_SP_153.ctr,227,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_2_wc,3,SP_154,original_SP_154.ctr,17,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_2_wc,3,SP_155,original_SP_155.ctr,63,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_3_wc,3,SP_156,original_SP_156.ctr,35,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_4_wc,3,SP_157,original_SP_157.ctr,17,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_4_wc,3,SP_158,original_SP_158.ctr,264,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_4_wc,3,SP_159,original_SP_159.ctr,54,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_6_wc,3,SP_16,original_SP_16.ctr,258,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_4_wc,3,SP_160,original_SP_160.ctr,61,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_5_wc,3,SP_161,original_SP_161.ctr,16,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_5_wc,3,SP_162,original_SP_162.ctr,23,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_5_wc,3,SP_163,original_SP_163.ctr,16,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_6_wc,3,SP_164,original_SP_164.ctr,35,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_6_wc,3,SP_165,original_SP_165.ctr,54,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_7_wc,3,SP_166,original_SP_166.ctr,23,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_8_wc,3,SP_167,original_SP_167.ctr,186,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_8_wc,3,SP_168,original_SP_168.ctr,23,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_8_wc,3,SP_169,original_SP_169.ctr,23,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_6_wc,3,SP_17,original_SP_17.ctr,258,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_9_wc,3,SP_170,original_SP_170.ctr,54,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_07_10_wc,3,SP_171,original_SP_171.ctr,36,feeding,2,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_1_wc,3,SP_172,original_SP_172.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_2_wc,3,SP_173,original_SP_173.ctr,63,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_2_wc,3,SP_174,original_SP_174.ctr,23,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_2_wc,3,SP_175,original_SP_175.ctr,35,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_3_wc,3,SP_176,original_SP_176.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_3_wc,3,SP_177,original_SP_177.ctr,279,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_3_wc,3,SP_178,original_SP_178.ctr,42,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_3_wc,3,SP_179,original_SP_179.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_7_wc,3,SP_18,original_SP_18.ctr,63,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_08_3_wc,3,SP_180,original_SP_180.ctr,12,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_09_1_wc,3,SP_181,original_SP_181.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_09_1_wc,3,SP_182,original_SP_182.ctr,417,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_09_1_wc,3,SP_183,original_SP_183.ctr,35,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_09_2_wc,3,SP_184,original_SP_184.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_09_2_wc,3,SP_185,original_SP_185.ctr,35,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_09_3_wc,3,SP_186,original_SP_186.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_12_1_wc,3,SP_187,original_SP_187.ctr,258,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_12_1_wc,3,SP_188,original_SP_188.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_12_2_wc,3,SP_189,original_SP_189.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_01_7_wc,3,SP_19,original_SP_19.ctr,392,feeding,2,NA,no,no,96
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_12_3_wc,3,SP_190,original_SP_190.ctr,264,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_12_3_wc,3,SP_191,original_SP_191.ctr,23,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_1_wc,3,SP_192,original_SP_192.ctr,54,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_1_wc,3,SP_193,original_SP_193.ctr,16,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_1_wc,3,SP_194,original_SP_194.ctr,23,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_2_wc,3,SP_195,original_SP_195.ctr,61,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_2_wc,3,SP_196,original_SP_196.ctr,279,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_2_wc,3,SP_197,original_SP_197.ctr,227,feeding,3,NA,yes,no,48
Sao Paulo,Sotalia guianensis,S S America,Marine,Sao Paulo,Sotalia guianensis - Brazil - SP -  Marco Santos,150311_13_3_wc,3,SP_198,original_SP_198.ctr,279,feeding,3,NA,yes,no,48
